[ 2024-11-01 15:11:54,307 ] 16 root - INFO - Initiate the data ingestion...
[ 2024-11-01 15:51:57,582 ] 42 root - INFO - Entered get_data_transformation_object of DataTranformation class
[ 2024-11-01 15:51:57,582 ] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2024-11-01 15:51:57,593 ] 36 root - INFO - Entered save_numpy_array_data method
[ 2024-11-01 15:51:57,593 ] 40 root - INFO - Exited save_numpy_array_data method and saved array 
[ 2024-11-01 15:51:57,593 ] 36 root - INFO - Entered save_numpy_array_data method
[ 2024-11-01 15:51:57,593 ] 40 root - INFO - Exited save_numpy_array_data method and saved array 
[ 2024-11-01 15:51:57,593 ] 45 root - INFO - Entered save object  method
[ 2024-11-01 15:51:57,593 ] 49 root - INFO - Exited save object method and saved object 
[ 2024-11-01 15:51:57,593 ] 33 root - INFO -  Data Transformation completed successfully
[ 2024-11-01 15:51:57,603 ] 36 root - INFO -  Model Training started 
[ 2024-11-01 15:52:36,356 ] 45 root - INFO - Entered save object  method
[ 2024-11-01 15:52:36,409 ] 49 root - INFO - Exited save object method and saved object 
[ 2024-11-01 15:52:36,409 ] 93 root - INFO - Model Trainer Artifact is : ModelTrainerArtifact(trained_model_file_path='Artifacts\\11_01_2024_15_51_53\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.991177060356928), precision_score=np.float64(0.9882047181127549), recall_score=np.float64(0.9941673370876911)), test_metric_artifact=ClassificationMetricArtifact(f1_score=np.float64(0.9752412924884599), precision_score=np.float64(0.9699499165275459), recall_score=np.float64(0.980590717299578)))
[ 2024-11-01 15:52:36,419 ] 42 root - INFO -  Model Training artifact created successfully
